id,name,screen_name,fav_number,statuses_count,followers_count,friends_count,favourites_count,listed_count,created_at,url,lang,time_zone,location,default_profile,default_profile_image,geo_enabled,profile_image_url,profile_banner_url,profile_use_background_image,profile_background_image_url_https,profile_text_color,profile_image_url_https,profile_sidebar_border_color,profile_background_tile,profile_sidebar_fill_color,profile_background_image_url,profile_background_color,profile_link_color,utc_offset,protected,verified,description,updated,dataset
18671285,Andrea Gottardi,AndreaGot,29,16427,555,755,8,18,Tue Jan 06 11:56:03 +0000 2009,http://www.facebook.com/andrea.gottardi,en,Rome,"46.140645,11.110448",,,1,http://a0.twimg.com/profile_images/1848005295/spaceinvader_normal.jpg,https://si0.twimg.com/profile_banners/18671285/1354486889,1,https://si0.twimg.com/profile_background_images/328957326/1440_Abstract_Blue_Cubes.jpg,0,https://si0.twimg.com/profile_images/1848005295/spaceinvader_normal.jpg,30303,,42C3FF,http://a0.twimg.com/profile_background_images/328957326/1440_Abstract_Blue_Cubes.jpg,0,FF0000,3600,,,"Andrea, 21, #unitn CS studenthttp://t.co/xHFKPdphDD",2/14/2015 10:54,E13
18735790,Andrea Valdi,avaldi,12,1006,85,121,19,1,Wed Jan 07 20:06:43 +0000 2009,http://t.co/SciShGOF,en,Rome,Monza,,,1,http://a0.twimg.com/profile_images/3316581346/4acbee7e48b1870a2371a04c9df72f5f_normal.jpeg,https://si0.twimg.com/profile_banners/18735790/1354743301,1,https://si0.twimg.com/images/themes/theme13/bg.gif,333333,https://si0.twimg.com/profile_images/3316581346/4acbee7e48b1870a2371a04c9df72f5f_normal.jpeg,EEEEEE,,FFFFFF,http://a0.twimg.com/images/themes/theme13/bg.gif,B2DFDA,93A644,3600,,,Computer Engineering MSc Student @polimi. Dreamer. Traveler. And much more.,2/14/2015 10:54,E13
18800245,roby mca,robymca,711,1122,300,951,8,6,Fri Jan 09 12:58:35 +0000 2009,http://www.studiom2.it,it,Greenland,Turin - Italy,,,1,http://a0.twimg.com/profile_images/1676904862/foto_normal.jpg,NULL,1,https://si0.twimg.com/profile_background_images/474815319/x61df215d90dd16a0e61d44b3b189f85.jpg,CDC1B5,https://si0.twimg.com/profile_images/1676904862/foto_normal.jpg,ACBAAB,,8F6646,http://a0.twimg.com/profile_background_images/474815319/x61df215d90dd16a0e61d44b3b189f85.jpg,A6A497,D04B06,-10800,,,Freelance 3d graphic - Architect,2/14/2015 10:54,E13
19598248,alberto,tafferugli,4525,1386,88,267,106,0,Tue Jan 27 15:57:57 +0000 2009,http://mas-cio.blogspot.it,en,Amsterdam,Rosà - North-East of Italy,,,1,http://a0.twimg.com/profile_images/691616051/P8110158_2_normal.JPG,https://si0.twimg.com/profile_banners/19598248/1354092966,1,https://si0.twimg.com/profile_background_images/811834120/1a087ac9f0e63b4ba531084f2da09873.jpeg,3E4415,https://si0.twimg.com/profile_images/691616051/P8110158_2_normal.JPG,FFFFFF,1,99CC33,http://a0.twimg.com/profile_background_images/811834120/1a087ac9f0e63b4ba531084f2da09873.jpeg,352726,D02B55,3600,,,queo justo - I [_|_] YOU!,2/14/2015 10:54,E13
21102000,ϟ Australia ☮ ,vera92,172,18267,1964,2003,22732,4,Tue Feb 17 16:19:33 +0000 2009,http://data.whicdn.com/images/38166758/tumblr_mar6z8fZJl1qzydh2o7_500_large.gif,it,Rome,"September 1, Platform 9 ¾ ",,,1,http://a0.twimg.com/profile_images/3323080834/87b25ceeb835429c2e4e416c4cc71d58_normal.gif,https://si0.twimg.com/profile_banners/21102000/1363788845,1,https://si0.twimg.com/profile_background_images/819442192/c70fb7a55ff5e872d39ef50a9b4d7f81.jpeg,0427B5,https://si0.twimg.com/profile_images/3323080834/87b25ceeb835429c2e4e416c4cc71d58_normal.gif,FFFFFF,1,AF09F0,http://a0.twimg.com/profile_background_images/819442192/c70fb7a55ff5e872d39ef50a9b4d7f81.jpeg,0EBBF0,F50565,3600,,,"Vera (21),Italy.Love Cinema and travelling.Fan of Friends,JenAniston,HarryPotter,@EmWatson ,THG,JenLawrence♥ In love with @LoganLerman",2/14/2015 10:54,E13
21770069,Giuliano Federico,giulianofederic,85,15365,3813,1505,550,63,Tue Feb 24 16:48:15 +0000 2009,http://www.giulianofederico.com,en,Rome,"45.472137,9.208698",,,1,http://a0.twimg.com/profile_images/2360528975/x141r4ss6q5os7rmwk80_normal.jpeg,https://si0.twimg.com/profile_banners/21770069/1347991821,1,https://si0.twimg.com/profile_background_images/662823937/rtepfuz24l8w32t1vk3h.jpeg,6680AD,https://si0.twimg.com/profile_images/2360528975/x141r4ss6q5os7rmwk80_normal.jpeg,050D2E,1,E7E9F5,http://a0.twimg.com/profile_background_images/662823937/rtepfuz24l8w32t1vk3h.jpeg,FFFFFF,283670,3600,,,Founder BRAGA+FEDERICO  art direction. connecting talents. scouting. sharing. story telling. movies. http://t.co/ZXSWBylM,2/14/2015 10:54,E13
22015750,Fabrizio Pagani,fpagani,552,2242,552,1446,13,8,Thu Feb 26 14:47:13 +0000 2009,,en,Paris,"Paris, Europe",,,1,http://a0.twimg.com/profile_images/2008867998/superphoto_normal.JPG,NULL,1,https://si0.twimg.com/profile_background_images/171372692/xca15b87da5a851bacb9b01160ffb64c.jpg,72B9BF,https://si0.twimg.com/profile_images/2008867998/superphoto_normal.JPG,A0EEF5,,1A3F57,http://a0.twimg.com/profile_background_images/171372692/xca15b87da5a851bacb9b01160ffb64c.jpg,FFFFFF,9DDD95,3600,,,"International and Italian politics and policies, running, flights, literature, travels, big cities, Paris, Rome - opinions expressed are only mine",2/14/2015 10:54,E13
22136015,Alessia.,aliareblu,4561,4149,279,64,20,22,Fri Feb 27 12:53:20 +0000 2009,,en,Rome,Italy,,,,http://a0.twimg.com/profile_images/2793016545/7feacf6b5635def1eca7740e6426f53e_normal.jpeg,https://si0.twimg.com/profile_banners/22136015/1351773248,1,https://si0.twimg.com/images/themes/theme5/bg.gif,3E4415,https://si0.twimg.com/profile_images/2793016545/7feacf6b5635def1eca7740e6426f53e_normal.jpeg,829D5E,,99CC33,http://a0.twimg.com/images/themes/theme5/bg.gif,352726,D02B55,3600,,,"Start the game.I che che - che che I - che che che - ka tak kohchoose to choosechoose to choose, choose to go.",2/14/2015 10:54,E13
22203964,Gianni Sibilla,giannisibilla,1472,8384,2526,299,1178,41,Fri Feb 27 23:07:04 +0000 2009,http://www.rockol.it,it,Rome,Milan,,,1,http://a0.twimg.com/profile_images/643733162/Tropedelic_normal.jpg,https://si0.twimg.com/profile_banners/22203964/1359312323,1,https://si0.twimg.com/profile_background_images/56266456/california7_andreo_big.jpg,1A0836,https://si0.twimg.com/profile_images/643733162/Tropedelic_normal.jpg,A9DBDE,1,A61C1C,http://a0.twimg.com/profile_background_images/56266456/california7_andreo_big.jpg,0099B9,54087,3600,,,"Part lies, part heart, part truth, part garbage(giornalista, prof., fan e chissà cos'altro, diviso tra @rockolpoprock, @mastermusica, gadget e cani)",2/14/2015 10:54,E13
22508731,mavi zanirato,mavitheweirdo,11,612,100,259,24,2,Mon Mar 02 17:32:36 +0000 2009,,it,Rome,"Rimini, Italy",,,1,http://a0.twimg.com/profile_images/3176460716/4082ccd5d9697f851bd6f7d6c8ceccdd_normal.jpeg,NULL,1,https://si0.twimg.com/profile_background_images/682687934/31c51254ec31a5c5d2f9eb523d766cba.png,FD0F03,https://si0.twimg.com/profile_images/3176460716/4082ccd5d9697f851bd6f7d6c8ceccdd_normal.jpeg,390402,1,935545,http://a0.twimg.com/profile_background_images/682687934/31c51254ec31a5c5d2f9eb523d766cba.png,45938A,FE4F02,3600,,,graphic designer & music addicted,2/14/2015 10:54,E13
22627606,Gianluca,gian_lu,0,660,126,407,0,0,Tue Mar 03 14:21:29 +0000 2009,http://www.surfvarazze.it,en,Rome,italia,,,1,http://a0.twimg.com/profile_images/1569849993/image_normal.jpg,NULL,,https://si0.twimg.com/images/themes/theme1/bg.png,800,https://si0.twimg.com/profile_images/1569849993/image_normal.jpg,C5DEE0,,FFFFFF,http://a0.twimg.com/images/themes/theme1/bg.png,FFFFFF,015A70,3600,,,it ain't over 'till u say so,2/14/2015 10:54,E13
22985259,Enrico Priora,lo_scotchatore,12,5287,849,1846,117,3,Thu Mar 05 21:51:18 +0000 2009,,it,Rome,Torino,,,,http://a0.twimg.com/profile_images/3391647260/b27267a186b0114f1c28f95591bfbc49_normal.jpeg,https://si0.twimg.com/profile_banners/22985259/1359194474,1,https://si0.twimg.com/profile_background_images/635103764/2ttu8que81pguyulmxys.jpeg,666666,https://si0.twimg.com/profile_images/3391647260/b27267a186b0114f1c28f95591bfbc49_normal.jpeg,181A1E,1,252429,http://a0.twimg.com/profile_background_images/635103764/2ttu8que81pguyulmxys.jpeg,1A1B1F,2FC2EF,3600,,,"Ho una cicatrice, sembra un tatuaggio sai che cosa dice: avanti coraggio!",2/14/2015 10:54,E13
23748269,Francesca B.,elektra3000,313,2275,165,285,181,4,Wed Mar 11 11:22:43 +0000 2009,,en,Rome,Bologna - Reggio Emilia,,,,http://a0.twimg.com/profile_images/1801657989/image_normal.jpg,NULL,1,https://si0.twimg.com/profile_background_images/511742811/282_TMH6828.jpg,333333,https://si0.twimg.com/profile_images/1801657989/image_normal.jpg,C0DEED,1,DDEEF6,http://a0.twimg.com/profile_background_images/511742811/282_TMH6828.jpg,C0DEED,0084B4,3600,,,Digital manager ,2/14/2015 10:54,E13
23847948,Wrinzo,LemonWrin,104,3551,87,174,7,2,Wed Mar 11 22:57:59 +0000 2009,http://www.flickr.com/photos/arinalia/,en,Rome,"Italy, Milano",,,1,http://a0.twimg.com/profile_images/3236236426/7dabaa3e4489f2a56f22a631c53bd1be_normal.jpeg,https://si0.twimg.com/profile_banners/23847948/1355564111,1,https://si0.twimg.com/profile_background_images/376851124/76027_Pop-Art-Ducky-Posters.jpg,333333,https://si0.twimg.com/profile_images/3236236426/7dabaa3e4489f2a56f22a631c53bd1be_normal.jpeg,D8F8DA,1,CCFFF9,http://a0.twimg.com/profile_background_images/376851124/76027_Pop-Art-Ducky-Posters.jpg,CEE89A,4600B4,3600,,,"I just discovered that penguins are horrible animals, rapists and necrophiliacs! http://t.co/pIJyLMim",2/14/2015 10:54,E13
24352106,Gianluca Misino,gianlucamisino,11,282,12,36,6,0,Sat Mar 14 09:54:10 +0000 2009,,it,Paris,Saint Germain en Laye,,,,http://a0.twimg.com/profile_images/2385851705/image_normal.jpg,https://si0.twimg.com/profile_banners/24352106/1359728795,1,https://si0.twimg.com/profile_background_images/611871461/milano.jpg,333333,https://si0.twimg.com/profile_images/2385851705/image_normal.jpg,EEEEEE,1,EFEFEF,http://a0.twimg.com/profile_background_images/611871461/milano.jpg,131516,9999,3600,,,Milanese espatriato. Milanista praticante.                 ,2/14/2015 10:54,E13
24510304,Gabriele Pierro,GabPierro,16836,493,47,80,24,0,Sun Mar 15 10:59:43 +0000 2009,http://gabrielepierro.tumblr.com,it,Rome,Trieste (Italy),,,1,http://a0.twimg.com/profile_images/3085828015/3c6a9d7e2967bffee49ddc9575285740_normal.jpeg,https://si0.twimg.com/profile_banners/24510304/1357725892,1,https://si0.twimg.com/profile_background_images/231354996/Black_And_White_Sunset.jpg,663B12,https://si0.twimg.com/profile_images/3085828015/3c6a9d7e2967bffee49ddc9575285740_normal.jpeg,C6E2EE,,DAECF4,http://a0.twimg.com/profile_background_images/231354996/Black_And_White_Sunset.jpg,C6E2EE,1F98C7,3600,,,true perfection has to be imperfect.,2/14/2015 10:54,E13
25442408,Filippo Satolli,youmakemephil,0,1012,283,268,15,3,Fri Mar 20 02:36:43 +0000 2009,http://br.linkedin.com/in/filipposatolli,en,Brasilia,Brazilian Soul,,,,http://a0.twimg.com/profile_images/2257513941/CIMG0320_copy_normal.JPG,https://si0.twimg.com/profile_banners/25442408/1355325446,1,https://si0.twimg.com/profile_background_images/289176951/1283095444842_f.jpg,333333,https://si0.twimg.com/profile_images/2257513941/CIMG0320_copy_normal.JPG,BDDCAD,1,CFCCFF,http://a0.twimg.com/profile_background_images/289176951/1283095444842_f.jpg,9AE4E8,0084B4,-10800,,,"Enthusiastic and passionate person always looking for new challenges. Music, Internet, Technology, Travel, Sports are mine interests. In few words: I love life!",2/14/2015 10:54,E13
25911628,Giacomo Tenaglia,gtenagli,983,1706,134,257,0,2,Mon Mar 23 00:03:18 +0000 2009,http://cern.ch/g,en,Bern,"CERN, Geneva, Switzerland",,,,http://a0.twimg.com/profile_images/2788963420/fd4b30b7ff4525a5230a88b782509441_normal.jpeg,NULL,,https://si0.twimg.com/images/themes/theme1/bg.png,333333,https://si0.twimg.com/profile_images/2788963420/fd4b30b7ff4525a5230a88b782509441_normal.jpeg,FFFFFF,,FCFCFC,http://a0.twimg.com/images/themes/theme1/bg.png,FFFFFF,0084B4,3600,,,"Operations at CERN IT dept, Database group.",2/14/2015 10:54,E13
26232444,onofrio mastrandrea,OnofrioMas,1312,103,45,66,0,0,Tue Mar 24 13:08:22 +0000 2009,,it,Rome,Bari,,,,http://a0.twimg.com/profile_images/1570641437/251465_10150727011495713_559205712_19709523_4714134_n_normal.jpg,NULL,1,https://si0.twimg.com/profile_background_images/152669064/the-road.jpg,3573B1,https://si0.twimg.com/profile_images/1570641437/251465_10150727011495713_559205712_19709523_4714134_n_normal.jpg,0,1,0,http://a0.twimg.com/profile_background_images/152669064/the-road.jpg,75A0CB,75A0CB,3600,,,YOLO !,2/14/2015 10:54,E13
26771352,Alfonso Paciello,alonzo_89,565,189,35,178,6,0,Thu Mar 26 15:18:02 +0000 2009,,it,Rome,,,,,http://a0.twimg.com/profile_images/3113479739/8d456aa874499d0e152cc2e07ae9cde7_normal.jpeg,NULL,1,https://si0.twimg.com/profile_background_images/440952508/highandlow.jpg,333333,https://si0.twimg.com/profile_images/3113479739/8d456aa874499d0e152cc2e07ae9cde7_normal.jpeg,0,1,F6FFD1,http://a0.twimg.com/profile_background_images/440952508/highandlow.jpg,FFFFFF,FF0000,3600,,,"Since 1989.Salerno, lower east side.",2/14/2015 10:54,E13
27241975,Alfredo Ghilarducci,lfred0,1628,3720,179,154,6,2,Sat Mar 28 15:01:27 +0000 2009,,en,Rome,Viareggio,,,,http://a0.twimg.com/profile_images/2680977089/180da98904a32e0830eb1de5d1779bf1_normal.jpeg,https://si0.twimg.com/profile_banners/27241975/1349380154,1,https://si0.twimg.com/profile_background_images/127796831/bellagio.jpg,333333,https://si0.twimg.com/profile_images/2680977089/180da98904a32e0830eb1de5d1779bf1_normal.jpeg,C0DEED,,DDEEF6,http://a0.twimg.com/profile_background_images/127796831/bellagio.jpg,C0DEED,0084B4,3600,,,Forward. Not back.,2/14/2015 10:54,E13
27422705,Massimo Capone,massimocapone,6559,1566,110,295,71,1,Sun Mar 29 13:22:53 +0000 2009,,en,Rome,Rome,,,1,http://a0.twimg.com/profile_images/247474557/Frog_normal.png,https://si0.twimg.com/profile_banners/27422705/1362578660,1,https://si0.twimg.com/images/themes/theme12/bg.gif,0C3E53,https://si0.twimg.com/profile_images/247474557/Frog_normal.png,F2E195,,FFF7CC,http://a0.twimg.com/images/themes/theme12/bg.gif,BADFCD,FF0000,3600,,,Tra Ziggy Stardust e Groucho Marx. Fisico dalla memoria eidetica poco selettiva. Scrittore di acronimi,2/14/2015 10:54,E13
27636956,aldo rosati,aldorosati,27753,1672,627,1089,11,4,Mon Mar 30 13:37:01 +0000 2009,,it,Rome,Firenze,,,,http://a0.twimg.com/profile_images/3100211525/6ea314d9afb5f46fdf65a2c4d6e853e1_normal.jpeg,NULL,1,https://si0.twimg.com/images/themes/theme12/bg.gif,0C3E53,https://si0.twimg.com/profile_images/3100211525/6ea314d9afb5f46fdf65a2c4d6e853e1_normal.jpeg,F2E195,,FFF7CC,http://a0.twimg.com/images/themes/theme12/bg.gif,BADFCD,FF0000,3600,,,"Be', si è giovani una volta sola, ma si può essere immaturi per sempre (Philip R.)",2/14/2015 10:54,E13
27887098,Marta Frediani,martinit87,20,969,69,210,233,1,Tue Mar 31 15:01:45 +0000 2009,http://www.myspace.com/peacemartinit,it,Rome,"Terrarossa, Tuscany, Italy",,,1,http://a0.twimg.com/profile_images/2412083722/rr3tssr65ar94ph5ey8n_normal.jpeg,https://si0.twimg.com/profile_banners/27887098/1360707855,1,https://si0.twimg.com/images/themes/theme9/bg.gif,666666,https://si0.twimg.com/profile_images/2412083722/rr3tssr65ar94ph5ey8n_normal.jpeg,181A1E,,252429,http://a0.twimg.com/images/themes/theme9/bg.gif,1A1B1F,2FC2EF,3600,,,Born to survive,2/14/2015 10:54,E13
28313453,marco,chewzer,7013,7307,378,239,2620,30,Thu Apr 02 10:18:53 +0000 2009,http://chewzer.com,es,Madrid,Barcelona,,,1,http://a0.twimg.com/profile_images/1884685381/image_normal.jpg,https://si0.twimg.com/profile_banners/28313453/1354637590,1,https://si0.twimg.com/profile_background_images/231348862/Untitled-1.gif,3C3D40,https://si0.twimg.com/profile_images/1884685381/image_normal.jpg,796DA8,,EBEBEB,http://a0.twimg.com/profile_background_images/231348862/Untitled-1.gif,FFFFFF,0094C1,3600,,,Un italiano en camino.,2/14/2015 10:54,E13
28342883,Claudia Cecconato,LadyZazie,10536,4240,1012,1449,578,25,Thu Apr 02 14:03:52 +0000 2009,http://t.co/Z5hdNJfO,it,Greenland,rome,,,1,http://a0.twimg.com/profile_images/118676490/Claudia_cecconato__2__normal.JPG,NULL,1,https://si0.twimg.com/images/themes/theme9/bg.gif,666666,https://si0.twimg.com/profile_images/118676490/Claudia_cecconato__2__normal.JPG,181A1E,,252429,http://a0.twimg.com/images/themes/theme9/bg.gif,1A1B1F,2FC2EF,-10800,,,la mia Bio di prima era peggiohttp://t.co/Z5hdNJfO (Reetweets are not endorsement),2/14/2015 10:54,E13
28363979,Daniele Stella,danielestella,1741,74,16,42,88,0,Thu Apr 02 16:04:44 +0000 2009,,en,,"iPhone: 44.275872,12.347541",1,,,http://a0.twimg.com/profile_images/279975450/me-caravaggio_normal.JPG,NULL,1,https://si0.twimg.com/images/themes/theme1/bg.png,333333,https://si0.twimg.com/profile_images/279975450/me-caravaggio_normal.JPG,C0DEED,,DDEEF6,http://a0.twimg.com/images/themes/theme1/bg.png,C0DEED,0084B4,,,,http://it.linkedin.com/in/daniestella,2/14/2015 10:54,E13
28845598,il_wallflower,ROSSBNCRGL,797,6866,463,330,2180,5,Sat Apr 04 18:41:31 +0000 2009,http://rosarioboncoraglio.tumblr.com/,en,Greenland,milano,,,1,http://a0.twimg.com/profile_images/3382411015/3846ec2186065562129f3220b89eb442_normal.jpeg,https://si0.twimg.com/profile_banners/28845598/1363192231,1,https://si0.twimg.com/profile_background_images/813650217/03d234e5c7afb0ce1ee8cd6ed164d360.jpeg,333333,https://si0.twimg.com/profile_images/3382411015/3846ec2186065562129f3220b89eb442_normal.jpeg,FFFFFF,1,E6F6F9,http://a0.twimg.com/profile_background_images/813650217/03d234e5c7afb0ce1ee8cd6ed164d360.jpeg,DBE9ED,CC3366,-10800,,,http://t.co/BLPceOw1http://t.co/tuXfwS6l,2/14/2015 10:54,E13
29500667,Michele ,FioMaravillha,109,31546,151,301,294,2,Tue Apr 07 17:52:03 +0000 2009,,it,Rome,Italia,,,,http://a0.twimg.com/profile_images/3457838748/196c12c4ee98703e8ee219c3f6ca4aac_normal.png,NULL,1,https://si0.twimg.com/profile_background_images/804205640/cf4825f36f1330e31f72319cd6039c92.png,0,https://si0.twimg.com/profile_images/3457838748/196c12c4ee98703e8ee219c3f6ca4aac_normal.png,FFFFFF,1,DFF2E2,http://a0.twimg.com/profile_background_images/804205640/cf4825f36f1330e31f72319cd6039c92.png,C5C9B1,0084B4,3600,,,Macabro è in laboratorio,2/14/2015 10:54,E13
29510629,Angelica Ferrari,AngiF117,722,966,69,318,3,0,Tue Apr 07 18:37:58 +0000 2009,,en,,Santo Stefano Lodigiano,,,1,http://a0.twimg.com/profile_images/3145343102/80c8b80b24275220c4d028d99004fc4e_normal.jpeg,https://si0.twimg.com/profile_banners/29510629/1363282402,1,https://si0.twimg.com/profile_background_images/772166446/98c97faf36515b2bcf15a5f94be4a3c0.jpeg,634047,https://si0.twimg.com/profile_images/3145343102/80c8b80b24275220c4d028d99004fc4e_normal.jpeg,FFFFFF,1,E3E2DE,http://a0.twimg.com/profile_background_images/772166446/98c97faf36515b2bcf15a5f94be4a3c0.jpeg,F0CA09,2409EB,,,,I'd Rather Be A Comma Then A Full Stop [Coldplay]. I ♥ Music.,2/14/2015 10:54,E13
29646177,zu Petru ,uzupetru,0,28808,2638,1743,1021,39,Wed Apr 08 05:06:29 +0000 2009,,it,Rome,micro chip n. 3,,,,http://a0.twimg.com/profile_images/3401392673/62b5cb6df61077d93851a4740d3ddc21_normal.gif,https://si0.twimg.com/profile_banners/29646177/1364741902,1,https://si0.twimg.com/profile_background_images/801014456/753320f4350cfdd0e06979167d579681.jpeg,3C3940,https://si0.twimg.com/profile_images/3401392673/62b5cb6df61077d93851a4740d3ddc21_normal.gif,FFFFFF,1,95E8EC,http://a0.twimg.com/profile_background_images/801014456/753320f4350cfdd0e06979167d579681.jpeg,0099B9,D90F2A,3600,,,"Ogni uomo, per quanto furbo, ha bisogno dei consigli di un amico molto scaltro negli affari della vita....",2/14/2015 10:54,E13
30062603,Moira Colantoni,MoiraColantoni,423,386,88,205,25,1,Thu Apr 09 20:41:47 +0000 2009,,it,Greenland,Italy ,,,1,http://a0.twimg.com/profile_images/2999319255/bd8d526787b10945e6136410c9939fb8_normal.jpeg,https://si0.twimg.com/profile_banners/30062603/1356025296,,https://si0.twimg.com/images/themes/theme7/bg.gif,0,https://si0.twimg.com/profile_images/2999319255/bd8d526787b10945e6136410c9939fb8_normal.jpeg,FFFFFF,,104027,http://a0.twimg.com/images/themes/theme7/bg.gif,0,474447,-10800,,,"Studentessa in Industria Culturale e Comunicazione Digitale @Sapienza Affetta da fobia delle audience, s-, iper-, dis-, inter-, connessa (si spera). ",2/14/2015 10:54,E13
31102741,Francesco capone,pirata1010,450,3763,1169,1642,32,7,Tue Apr 14 11:38:08 +0000 2009,,it,Greenland,"procida,italy",,,1,http://a0.twimg.com/profile_images/3045832467/e07bdfc23d57f2116f2b19ecd3b61533_normal.jpeg,NULL,1,https://si0.twimg.com/profile_background_images/585907608/9qp0lqzpvu1qeo4wbpip.jpeg,333333,https://si0.twimg.com/profile_images/3045832467/e07bdfc23d57f2116f2b19ecd3b61533_normal.jpeg,C0DEED,1,DDEEF6,http://a0.twimg.com/profile_background_images/585907608/9qp0lqzpvu1qeo4wbpip.jpeg,C0DEED,0084B4,-10800,,,"Credo nelle persone vere,credo nelle forti emozioni,sono sempre alla ricerca della verità e sono innamorato di DelPiero e della Juventus",2/14/2015 10:54,E13
31162918,Daniele Cruciani,danielecr,530,522,319,793,10,11,Tue Apr 14 16:41:53 +0000 2009,http://www.smartango.com/,en,Rome,"Tolentino, Italy",1,,1,http://a0.twimg.com/profile_images/522912882/twitterProfilePhoto_normal.jpg,https://si0.twimg.com/profile_banners/31162918/1357222608,1,https://si0.twimg.com/images/themes/theme1/bg.png,333333,https://si0.twimg.com/profile_images/522912882/twitterProfilePhoto_normal.jpg,C0DEED,,DDEEF6,http://a0.twimg.com/images/themes/theme1/bg.png,C0DEED,0084B4,3600,,,"Developer: j2me, php, perl, mysql, javascript, drupal, CI, jQuery",2/14/2015 10:54,E13
32025215,Eleonora Boi,_SallyJade,246,30547,445,489,304,16,Thu Apr 16 17:46:57 +0000 2009,,en,Greenland,"ÜT: 45.51229,8.206247",,,,http://a0.twimg.com/profile_images/3107160539/419c8d4a1c32b5c816e4a8870936fb86_normal.jpeg,https://si0.twimg.com/profile_banners/32025215/1358152221,1,https://si0.twimg.com/profile_background_images/81993442/mqmusicallyretroistic.br.jpg,333333,https://si0.twimg.com/profile_images/3107160539/419c8d4a1c32b5c816e4a8870936fb86_normal.jpeg,4.17E+22,,40C2F2,http://a0.twimg.com/profile_background_images/81993442/mqmusicallyretroistic.br.jpg,D9D3D3,D60500,-10800,,,"My alter ego is so bad, but i'm a good girl.            Sally Jade Parker has a dirty little secret ♥ ",2/14/2015 10:54,E13
32130104,Alberto Brambilla,Al_Brambilla,69,6175,362,318,181,11,Thu Apr 16 19:55:32 +0000 2009,http://www.bluebirdnews.altervista.org,en,Greenland,Rome,,,,http://a0.twimg.com/profile_images/3348950266/b2ef213c0d50fa88c3e4ba3a0e6cda2c_normal.jpeg,https://si0.twimg.com/profile_banners/32130104/1348179552,1,https://si0.twimg.com/profile_background_images/665000318/de66833e3567de740abd5c12d41b56cf.jpeg,333333,https://si0.twimg.com/profile_images/3348950266/b2ef213c0d50fa88c3e4ba3a0e6cda2c_normal.jpeg,FFFFFF,,F6F6F6,http://a0.twimg.com/profile_background_images/665000318/de66833e3567de740abd5c12d41b56cf.jpeg,0C0F0F,43385,-10800,,,Business Reporter @ Il Foglio - Contributor @ L'Espresso RT and views are my mom's (and she doesn't endorse anybody),2/14/2015 10:54,E13
32204918,Mario Spn,mario_spn,1,348,262,1513,28,1,Thu Apr 16 23:37:47 +0000 2009,,it,Rome,Italy,,,1,http://a0.twimg.com/profile_images/3458320712/57f8ee8d2f593f49a8fadb4f1bf73d2c_normal.jpeg,https://si0.twimg.com/profile_banners/32204918/1355686088,1,https://si0.twimg.com/profile_background_images/532373441/DSCN8471-1.jpg,333333,https://si0.twimg.com/profile_images/3458320712/57f8ee8d2f593f49a8fadb4f1bf73d2c_normal.jpeg,EEEEEE,,F6F6F6,http://a0.twimg.com/profile_background_images/532373441/DSCN8471-1.jpg,ACDED6,38543,3600,,,#nonlovoto #IoNonLoVoto,2/14/2015 10:54,E13
33950570,Cinzia Nanni,cinnamon1962,0,484,232,431,10,0,Tue Apr 21 16:13:23 +0000 2009,,en,Rome,Rome (Italy),1,,,http://a0.twimg.com/profile_images/2856412622/42ab8222fa8d38baa616355404c2c37a_normal.jpeg,NULL,1,https://si0.twimg.com/images/themes/theme1/bg.png,333333,https://si0.twimg.com/profile_images/2856412622/42ab8222fa8d38baa616355404c2c37a_normal.jpeg,C0DEED,,DDEEF6,http://a0.twimg.com/images/themes/theme1/bg.png,C0DEED,0084B4,3600,,,"2013, I still work in tourism, and my passions for travelling, yoga, swimming, natural products, beauty, crime books, life, new experiences are not fading a bit",2/14/2015 10:54,E13
34355343,Manuela★★★,LadyManuela,215,2190,46,122,15,0,Wed Apr 22 18:38:23 +0000 2009,,it,Greenland,là nell'abruzzo tutto d'or,,,,http://a0.twimg.com/profile_images/2967709239/fd392731846058640d921ac9971923e3_normal.jpeg,https://si0.twimg.com/profile_banners/34355343/1361021762,1,https://si0.twimg.com/profile_background_images/635148777/white_victorian.png,0,https://si0.twimg.com/profile_images/2967709239/fd392731846058640d921ac9971923e3_normal.jpeg,FFFFFF,1,FFFFFF,http://a0.twimg.com/profile_background_images/635148777/white_victorian.png,0A090A,0,-10800,,,"Oggi non faccio niente.Anche ieri non ho fatto niente,ma non avevo finito. ",2/14/2015 10:54,E13
34897604,Naomi Bressan,naomaccia,774,116,22,49,16,0,Fri Apr 24 10:53:24 +0000 2009,,en,Rome,"Hatfield, Hertfordshire",,,,http://a0.twimg.com/profile_images/1632729530/image_normal.jpg,https://si0.twimg.com/profile_banners/34897604/1357325357,1,https://si0.twimg.com/images/themes/theme9/bg.gif,666666,https://si0.twimg.com/profile_images/1632729530/image_normal.jpg,181A1E,,252429,http://a0.twimg.com/images/themes/theme9/bg.gif,1A1B1F,2FC2EF,3600,,,"Italian girl living in England, married to the perfect man. I love the sun, rock music, food, a laugh, singing and completely random things.",2/14/2015 10:54,E13
